F1,F2,F3,F4
3.8797,0.2295,3.4399,0.3294
3.8772,0.2287,3.4415,0.3301
3.8846,0.2286,3.4401,0.3316
3.8824,0.2293,3.4455,0.3391
3.8803,0.2291,3.4382,0.3293
3.8855,0.2288,3.4417,0.3323
3.8845,0.2283,3.4413,0.3317
3.8901,0.2288,3.4401,0.3336
3.8815,0.2235,3.4408,0.3496
3.8939,0.2212,3.4445,0.3327
3.8778,0.221,3.4418,0.3313
3.8839,0.22,3.4486,0.3372
3.8842,0.2202,3.4401,0.3312
3.8799,0.2202,3.4403,0.3301
3.8884,0.22,3.4444,0.3337
3.8836,0.2203,3.4464,0.3279
3.8796,0.2212,3.4538,0.3313
3.8799,0.2208,3.456,0.334
3.8946,0.2276,3.4495,0.3377
3.8824,0.2271,3.4479,0.337
3.8918,0.2268,3.4387,0.3277
3.887,0.2262,3.445,0.3412
3.8915,0.2275,3.4464,0.3372
3.893,0.2267,3.4472,0.3245
3.8936,0.2276,3.4454,0.3399
3.8912,0.2281,3.4445,0.3362
3.8939,0.2267,3.4479,0.3384
3.8926,0.2237,3.4381,0.3367
3.8867,0.2289,3.4589,0.3313
3.887,0.228,3.4591,0.3336
3.8671,0.229,3.4587,0.333
3.8785,0.2295,3.4523,0.3407
3.8794,0.2288,3.4578,0.3332
3.8815,0.228,3.4609,0.3337
3.8769,0.2293,3.4547,0.3282
3.8873,0.2286,3.4646,0.3366
3.8794,0.2291,3.4655,0.3383
3.8907,0.2281,3.4647,0.3444
3.8962,0.2275,3.4617,0.3315
3.8949,0.2261,3.4591,0.3355
3.8937,0.2277,3.4607,0.3343
3.8924,0.2265,3.4586,0.3305
3.8946,0.2273,3.4609,0.3326
3.8915,0.2269,3.4596,0.3297
3.8927,0.225,3.4595,0.3303
3.8943,0.2267,3.4602,0.3317
3.8918,0.2266,3.4592,0.3325
3.8863,0.2272,3.4568,0.3334
3.8946,0.2267,3.454,0.3365
3.8861,0.2277,3.4619,0.3335
3.8846,0.2274,3.4613,0.3315
3.8873,0.2242,3.4622,0.3338
3.8886,0.2272,3.4596,0.3338
3.884,0.2275,3.4602,0.3314
3.8378,0.2173,3.4257,0.3152
3.7444,0.2062,3.3544,0.3145
3.7767,0.2121,3.3702,0.2953
3.7957,0.2118,3.3897,0.3065
3.7765,0.2143,3.3965,0.3076
3.8183,0.2149,3.4068,0.325
3.8333,0.2134,3.3917,0.3299
3.8393,0.2081,3.4187,0.3271
3.8375,0.2165,3.4164,0.3308
3.8426,0.2161,3.4142,0.3242
3.8554,0.215,3.4264,0.3338
3.8487,0.2182,3.4218,0.3315
3.835,0.2185,3.4282,0.3295
3.8629,0.2161,3.4338,0.3247
3.8653,0.2196,3.4382,0.3301
3.858,0.2197,3.4345,0.3348
3.8377,0.225,3.4255,0.3154
3.8308,0.2215,3.4565,0.3349
3.8793,0.2214,3.4631,0.3274
3.8799,0.2198,3.4506,0.3258
3.8783,0.2221,3.4549,0.34
3.8906,0.2198,3.4579,0.3353
3.8888,0.2187,3.4649,0.3237
3.884,0.2113,3.4611,0.3353
3.8787,0.2193,3.4599,0.3274
3.8871,0.2115,3.4638,0.3262
3.8848,0.2067,3.4697,0.3294
3.8871,0.2124,3.468,0.3293
3.8604,0.2114,3.469,0.3216
3.9159,0.2098,3.4821,0.3315
3.9126,0.2134,3.4846,0.3325
3.9123,0.2126,3.4825,0.3307
3.9053,0.2146,3.4723,0.343
3.9084,0.215,3.4707,0.3398
3.9142,0.2143,3.4746,0.3393
3.9101,0.2194,3.4802,0.3212
3.9135,0.2223,3.4825,0.3258
3.9143,0.2182,3.4825,0.3258
3.9068,0.223,3.4818,0.3244
3.8875,0.224,3.4805,0.3254
3.9074,0.2224,3.4779,0.3191
3.9083,0.2214,3.4788,0.3233
3.9097,0.2173,3.4839,0.3291
3.893,0.2233,3.4841,0.3261
3.9049,0.2216,3.4865,0.3315
3.9117,0.2196,3.4791,0.3312
3.9133,0.2229,3.4795,0.3284
3.9055,0.2191,3.482,0.3269
3.9198,0.2243,3.4676,0.3387
3.9151,0.2224,3.4805,0.3232
3.9173,0.2232,3.4838,0.3284
3.9149,0.224,3.4847,0.3282
3.8745,0.2269,3.479,0.3204
3.9234,0.2234,3.4803,0.3258
3.9259,0.2248,3.4849,0.3236
3.915,0.2165,3.4842,0.3363
3.9288,0.2159,3.4913,0.3358
3.9166,0.2183,3.4887,0.3314
3.9257,0.2158,3.5006,0.3281
3.9294,0.2168,3.5018,0.3276
3.9297,0.2156,3.4998,0.3342
3.9322,0.2175,3.5053,0.3278
3.919,0.2175,3.5155,0.3372
3.9442,0.2165,3.5158,0.3375
3.9399,0.218,3.5136,0.3387
3.9433,0.2254,3.5029,0.3375
3.9043,0.2271,3.4998,0.3286
3.947,0.223,3.5073,0.3356
3.9516,0.2237,3.5065,0.3386
3.9479,0.2245,3.5056,0.3374
3.9394,0.2266,3.5023,0.336
3.9489,0.2263,3.4978,0.3307
3.9489,0.2266,3.5005,0.3429
3.9471,0.2273,3.498,0.3374
3.9384,0.2261,3.5006,0.3295
3.9499,0.2272,3.5083,0.3368
3.9547,0.2172,3.5093,0.3415
3.9501,0.2187,3.5082,0.337
3.9541,0.2062,3.5043,0.342
3.9519,0.2165,3.505,0.339
3.9369,0.2184,3.5047,0.3353
3.9532,0.2179,3.5071,0.3408
3.9514,0.2184,3.5153,0.3349
3.9537,0.2136,3.5181,0.3362
3.9516,0.2165,3.5201,0.3361
3.9446,0.217,3.5178,0.3359
3.9493,0.2203,3.5118,0.3422
3.9446,0.2194,3.5135,0.3379
3.9437,0.2207,3.5168,0.328
3.9449,0.2197,3.5095,0.3376
3.9462,0.2196,3.5186,0.3365
3.9508,0.219,3.5255,0.3364
3.9557,0.2202,3.5216,0.3311
3.9511,0.2202,3.5061,0.3396
3.956,0.2199,3.5087,0.3395
3.9618,0.2198,3.5145,0.3369
3.8394,0.2003,3.3954,0.3226
3.7522,0.1899,3.3554,0.2971
3.8035,0.1901,3.4103,0.3061
3.8143,0.1912,3.4265,0.3146
3.8218,0.1953,3.4314,0.3186
3.8452,0.1965,3.4318,0.3002
3.8387,0.1964,3.4342,0.3071
3.8449,0.1978,3.4531,0.3052
3.8453,0.1999,3.4615,0.312
3.8434,0.1991,3.4553,0.3065
3.8404,0.1946,3.4379,0.32
3.8444,0.1946,3.4427,0.3133
3.8423,0.1954,3.4447,0.3152
3.8473,0.1975,3.4572,0.3192
3.845,0.1955,3.4546,0.3154
3.8567,0.1938,3.4541,0.3148
3.8651,0.1975,3.4607,0.3136
3.8658,0.195,3.4516,0.3269
3.8635,0.1976,3.4565,0.3271
3.8654,0.1981,3.4603,0.3349
3.8791,0.1928,3.4504,0.3306
3.8799,0.2005,3.4672,0.325
3.8737,0.2,3.4625,0.3252
3.8872,0.1972,3.4679,0.3298
3.8934,0.1999,3.457,0.3063
3.9005,0.1775,3.4648,0.317
3.8944,0.202,3.4769,0.3282
3.8855,0.2022,3.4685,0.3225
3.9024,0.2017,3.4714,0.3227
3.8972,0.2024,3.4798,0.3152
3.887,0.2048,3.4752,0.3174
3.8947,0.2031,3.4701,0.315
3.8571,0.2047,3.4838,0.3191
3.9002,0.2027,3.4822,0.3283
3.8962,0.2021,3.4746,0.3341
3.8851,0.2034,3.4848,0.3262
3.9042,0.2021,3.485,0.3246
3.9086,0.2031,3.4946,0.3196
3.8753,0.2041,3.4863,0.2994
3.8919,0.202,3.4836,0.3183
3.8996,0.1994,3.4876,0.3338
3.8649,0.2036,3.4871,0.3253
3.8975,0.2029,3.4948,0.3247
3.887,0.1999,3.498,0.3311
3.8941,0.2031,3.4891,0.3192
3.8987,0.2028,3.4991,0.3308
3.8898,0.2007,3.4881,0.3225
3.9002,0.1987,3.4928,0.3416
3.8768,0.2012,3.4907,0.3358
3.8925,0.2014,3.4872,0.3361
3.8927,0.203,3.4944,0.3227
3.8881,0.2011,3.4977,0.3192
3.897,0.2015,3.5052,0.3301
3.8982,0.202,3.4971,0.3221
3.8958,0.2015,3.4989,0.3256
3.902,0.2027,3.4971,0.326
3.9025,0.2011,3.4963,0.3337
3.8992,0.2038,3.4928,0.3295
3.9032,0.2047,3.496,0.3249
3.9038,0.2013,3.4943,0.3213
3.8983,0.2041,3.5073,0.332
3.9069,0.203,3.5064,0.3277
3.8992,0.2032,3.5082,0.3293
3.9029,0.2033,3.5097,0.3311
3.9026,0.2036,3.4982,0.3277
3.9115,0.2024,3.5091,0.3296
3.9059,0.2031,3.5116,0.3301
3.905,0.2038,3.5068,0.3328
3.9103,0.2037,3.4861,0.3049
3.9057,0.2046,3.492,0.3083
3.9135,0.1995,3.5043,0.3243
3.9268,0.2012,3.5068,0.3408
3.9086,0.2036,3.4884,0.3446
3.9103,0.2038,3.5037,0.3442
3.9154,0.2022,3.4899,0.3405
3.9183,0.1851,3.5017,0.3437
3.9253,0.2031,3.5035,0.3394
3.9198,0.1964,3.5077,0.3405
3.9255,0.2003,3.5036,0.3427
3.9238,0.1946,3.5016,0.3443
3.9209,0.2022,3.5066,0.3438
3.9061,0.2033,3.4934,0.3317
3.9066,0.2042,3.4946,0.3292
3.9204,0.2014,3.5063,0.3236
3.9247,0.2002,3.5018,0.3286
3.9213,0.2103,3.4982,0.3349
3.9211,0.2032,3.5079,0.3268
3.9194,0.1981,3.4994,0.3364
3.9239,0.2049,3.4882,0.3358
3.9103,0.2039,3.5054,0.3238
3.8949,0.2059,3.5063,0.3236
3.9214,0.2044,3.5132,0.327
3.9244,0.2021,3.504,0.3322
3.917,0.2032,3.5034,0.3317
3.918,0.2037,3.4791,0.2912
3.9238,0.203,3.5008,0.3351
3.921,0.2035,3.5027,0.3361
3.9118,0.2045,3.5122,0.3258
3.9183,0.2034,3.5054,0.3355
3.9139,0.2015,3.5078,0.3198
3.9191,0.2018,3.5136,0.3262
3.9206,0.2024,3.5077,0.3335
3.9268,0.2134,3.5097,0.3226
3.912,0.2033,3.5049,0.3214
3.9148,0.2034,3.5084,0.3192
3.9167,0.2051,3.5079,0.325
3.9068,0.2048,3.5005,0.3298
3.9175,0.2001,3.5062,0.3204
3.9117,0.2036,3.5179,0.3172
3.8932,0.2042,3.5111,0.3241
3.9188,0.2031,3.5147,0.3153
3.9129,0.2042,3.5012,0.3148
3.9157,0.204,3.5062,0.3228
3.9011,0.2004,3.501,0.3204
3.9178,0.2005,3.5121,0.3266
3.9202,0.2022,3.511,0.3265
3.9188,0.2029,3.5101,0.3242
3.912,0.2021,3.5076,0.3212
3.9188,0.2041,3.4697,0.366
3.9091,0.2017,3.5013,0.3361
3.9114,0.204,3.5052,0.3415
3.9112,0.2041,3.5175,0.3227
3.9231,0.2083,3.5109,0.3259
3.9278,0.203,3.5148,0.3234
3.921,0.2035,3.5075,0.3192
3.9278,0.2015,3.5139,0.3275
3.9131,0.2028,3.5156,0.3262
3.9269,0.2031,3.5163,0.3252
3.926,0.2041,3.5137,0.3163
3.9266,0.2025,3.5139,0.3216
3.9259,0.2004,3.5138,0.3222
3.929,0.211,3.5185,0.3259
3.9258,0.2101,3.5176,0.3266
3.9327,0.2025,3.5173,0.3243
3.9175,0.2017,3.5155,0.3228
3.9255,0.2024,3.5147,0.3244
3.9286,0.2015,3.518,0.3277
3.9382,0.2024,3.5162,0.3237
3.9274,0.2041,3.5189,0.3256
3.9307,0.2002,3.5318,0.3091
3.9287,0.2028,3.519,0.3196
3.9302,0.2021,3.5317,0.3142
3.9182,0.2041,3.5262,0.319
3.9191,0.2044,3.5051,0.3156
3.9203,0.2027,3.5241,0.3197
3.9218,0.2026,3.5232,0.3199
3.916,0.2036,3.5093,0.3258
3.924,0.2031,3.5166,0.3231
3.9129,0.2032,3.5089,0.3237
3.9138,0.2035,3.4957,0.3081
3.9082,0.1998,3.5056,0.3147
3.907,0.2126,3.5015,0.3149
3.9187,0.2017,3.5094,0.3254
3.9136,0.2091,3.4974,0.3148
3.9144,0.2036,3.5007,0.3207
3.9141,0.2017,3.5009,0.3176
3.9082,0.2018,3.4973,0.3159
3.9102,0.2094,3.4976,0.3137
3.8884,0.2031,3.4979,0.3154
3.8971,0.2023,3.5002,0.3161
3.9081,0.1996,3.4949,0.3183
3.9032,0.2101,3.4847,0.3288
3.912,0.2015,3.5142,0.3294
3.9092,0.2014,3.507,0.3245
3.9067,0.2,3.5067,0.3242
3.913,0.2051,3.5041,0.3198
3.9166,0.2003,3.5117,0.3263
3.9101,0.2023,3.5066,0.3189
3.8892,0.2098,3.5147,0.3285
3.92,0.2025,3.5273,0.3473
3.9185,0.2039,3.5117,0.3244
3.9222,0.203,3.5209,0.3322
3.9292,0.2008,3.5131,0.3182
3.9191,0.2021,3.5125,0.3202
3.9377,0.2068,3.5001,0.319
3.9274,0.2019,3.513,0.3213
3.9396,0.2082,3.5176,0.3216
3.9345,0.202,3.5112,0.3232
3.9354,0.202,3.5139,0.3231
3.9362,0.2093,3.5231,0.3129
3.9255,0.2029,3.5127,0.3075
3.9332,0.2102,3.5138,0.3036
3.9372,0.2028,3.5237,0.3317
3.939,0.2011,3.523,0.3342
3.9366,0.2032,3.5179,0.3312
3.9332,0.2028,3.5193,0.3316
3.9384,0.2021,3.5348,0.3284
3.9417,0.2103,3.525,0.3232
3.9368,0.2019,3.5375,0.331
3.9313,0.2032,3.5244,0.3306
3.9411,0.2103,3.5237,0.3336
3.9405,0.1992,3.5256,0.3346
3.9423,0.2098,3.5186,0.325
3.9136,0.2046,3.5188,0.3278
3.9362,0.2033,3.5189,0.3247
3.9412,0.2036,3.5213,0.3263
3.9421,0.202,3.5212,0.3269
3.9294,0.2041,3.5206,0.3274
3.9452,0.2015,3.5088,0.3147
3.9353,0.2037,3.5179,0.33
3.9396,0.2012,3.5206,0.3313
3.9381,0.2035,3.5205,0.3299
3.9336,0.2114,3.5248,0.3286
3.9327,0.2114,3.5217,0.3256
3.933,0.1999,3.525,0.3295
3.9325,0.2034,3.5221,0.3273
3.9365,0.2028,3.5219,0.3309
3.9299,0.2113,3.5232,0.3299
3.935,0.2041,3.5228,0.3327
3.9371,0.2031,3.5283,0.3336
3.9321,0.2124,3.5305,0.3388
3.9343,0.2036,3.5299,0.3348
3.9341,0.2042,3.528,0.3378
3.9348,0.2115,3.5242,0.3278
3.9348,0.2115,3.5354,0.3225
3.7046,0.1879,3.3681,0.2922
3.7916,0.188,3.4028,0.2965
3.8286,0.1915,3.4452,0.3121
3.8288,0.1974,3.4485,0.2776
3.842,0.1956,3.4512,0.3029
3.8294,0.1946,3.4627,0.3029
3.8494,0.1948,3.4625,0.3131
3.8557,0.191,3.4628,0.3043
3.8389,0.1996,3.4695,0.3077
3.8703,0.1988,3.4744,0.3109
3.8637,0.1955,3.4828,0.3098
3.8728,0.198,3.4736,0.306
3.8858,0.1984,3.4936,0.3208
3.8838,0.1997,3.4883,0.313
3.9077,0.2016,3.5111,0.3207
3.925,0.2011,3.5167,0.3415
3.9164,0.2044,3.5231,0.3249
3.918,0.204,3.5284,0.3398
3.9242,0.2053,3.5287,0.3163
3.9115,0.2058,3.534,0.3147
3.924,0.1981,3.533,0.3262
3.9291,0.2006,3.5226,0.3267
3.9071,0.2042,3.5198,0.3236
3.9108,0.2021,3.5129,0.3243
3.8904,0.2035,3.5074,0.3278
3.8997,0.2028,3.5042,0.3151
3.9043,0.2038,3.4929,0.3311
3.9056,0.2037,3.4958,0.3017
3.9079,0.2005,3.4967,0.3271
3.9117,0.2015,3.4996,0.3318
3.9055,0.2044,3.4989,0.3264
3.913,0.2039,3.5033,0.3284
3.8932,0.2055,3.4988,0.3269
3.9114,0.2037,3.5118,0.3349
3.9071,0.2043,3.4933,0.3112
3.9124,0.2049,3.5187,0.3285
3.9121,0.2046,3.5093,0.3131
3.9192,0.2035,3.5133,0.3225
3.9082,0.2037,3.5015,0.3165
3.9123,0.2053,3.5109,0.3473
3.924,0.2042,3.5131,0.3309
3.9272,0.2071,3.5186,0.3278
3.9228,0.2059,3.5191,0.3302
3.9225,0.2053,3.5158,0.3308
3.9125,0.2031,3.5161,0.326
3.9111,0.2066,3.5164,0.3444
3.8878,0.2016,3.5161,0.3506
3.9188,0.2049,3.5181,0.3446
3.9329,0.2056,3.5268,0.3269
3.9214,0.2048,3.5147,0.3218
3.9233,0.2069,3.5266,0.3182
3.9338,0.2059,3.5297,0.3191
3.9031,0.2073,3.5332,0.3253
3.9326,0.2063,3.5302,0.3197
3.9376,0.2066,3.532,0.3258
3.95,0.2076,3.5421,0.3362
3.9369,0.2066,3.5363,0.3264
3.9472,0.2066,3.5364,0.3284
3.947,0.1981,3.5223,0.3204
3.9413,0.2075,3.5353,0.3313
3.9351,0.207,3.5378,0.3263
3.9283,0.209,3.5274,0.329
3.951,0.1978,3.5431,0.3301
3.9363,0.2066,3.5438,0.3296
3.9441,0.2064,3.5435,0.3298
3.9478,0.2074,3.547,0.3275
3.9559,0.2059,3.547,0.3321
3.95,0.2076,3.5492,0.3334
3.9518,0.2091,3.5488,0.3347
3.9629,0.2046,3.5486,0.3384
3.9687,0.2001,3.5513,0.3449
3.9639,0.2083,3.5517,0.335
3.9652,0.21,3.5505,0.342
3.9633,0.2083,3.5635,0.3308
3.9683,0.2095,3.5552,0.3398
3.9692,0.2088,3.5632,0.3306
3.9596,0.2095,3.5684,0.3223
3.969,0.2001,3.5286,0.2831
3.9202,0.2012,3.5072,0.3315
3.791,0.1894,3.4479,0.3054
3.8374,0.1925,3.4575,0.2938
3.8501,0.1907,3.4583,0.3093
3.8546,0.1954,3.4808,0.3152
3.874,0.1963,3.4745,0.3176
3.8488,0.1989,3.4883,0.3163
3.8833,0.1973,3.4928,0.3164
3.8867,0.1958,3.4924,0.3126
3.8818,0.1983,3.4914,0.3154
3.8641,0.1992,3.4997,0.3236
3.8835,0.1822,3.4904,0.3142
3.8833,0.1996,3.5018,0.3153
3.8986,0.2024,3.4986,0.3239
3.8871,0.2028,3.4972,0.3014
3.9045,0.202,3.5072,0.308
3.9067,0.2015,3.5062,0.3153
3.9024,0.204,3.5157,0.3149
3.8977,0.204,3.5019,0.3096
3.9241,0.2019,3.4999,0.3066
3.9201,0.2041,3.5057,0.3141
3.9236,0.2025,3.5175,0.3241
3.9208,0.2033,3.5104,0.3242
3.9106,0.2043,3.5089,0.3328
3.886,0.2037,3.5072,0.3171
3.9081,0.2051,3.5038,0.3208
3.9133,0.2013,3.511,0.3236
3.9087,0.2044,3.5089,0.3243
3.9202,0.2043,3.4999,0.3293
3.917,0.2026,3.5126,0.3229
3.8833,0.2092,3.5,0.3183
3.9309,0.2051,3.5142,0.3288
3.9238,0.205,3.5171,0.3225
3.9234,0.2034,3.5151,0.3221
3.9284,0.2047,3.5131,0.3157
3.9303,0.2039,3.5112,0.3317
3.934,0.203,3.5195,0.3246
3.9188,0.2047,3.5306,0.3322
3.9194,0.2052,3.534,0.3444
3.9201,0.2068,3.5327,0.3386
3.9384,0.2062,3.5391,0.3391
3.9293,0.1997,3.5413,0.3324
3.9393,0.1912,3.5303,0.3282
3.9276,0.2057,3.5325,0.3295
3.9375,0.2072,3.5302,0.3293
3.9347,0.2068,3.5247,0.3217
3.9425,0.2072,3.5446,0.3265
3.9515,0.2069,3.5466,0.3255
3.9478,0.2069,3.5466,0.3255
3.9475,0.2063,3.5354,0.3116
3.9522,0.2072,3.5513,0.3253
3.968,0.1972,3.5495,0.3298
3.9611,0.1971,3.553,0.326
3.9633,0.1966,3.5566,0.3277
3.9693,0.1999,3.5535,0.3326
3.9715,0.1979,3.554,0.3227
3.9663,0.2014,3.5592,0.3281
3.9781,0.1996,3.5621,0.3329
3.9762,0.1985,3.5648,0.3178
3.9799,0.1992,3.5636,0.3163
3.9756,0.2014,3.5542,0.3045
3.9457,0.2088,3.5526,0.3453
3.975,0.2082,3.5658,0.3329
3.9872,0.2073,3.5682,0.3305
3.9834,0.2076,3.5659,0.3303
3.9838,0.2085,3.5675,0.3356
3.9713,0.2084,3.5632,0.3455
3.9853,0.2087,3.5664,0.3375
3.9841,0.2088,3.5758,0.3436
3.985,0.2084,3.5718,0.3461
3.9869,0.2099,3.5781,0.3437
3.9828,0.2079,3.5736,0.3483
3.9719,0.2097,3.5685,0.3317
3.9813,0.2112,3.5703,0.3383
3.9816,0.2109,3.5695,0.342
3.9785,0.2108,3.5687,0.3385
3.9682,0.2099,3.5299,0.3239
3.9284,0.2038,3.5386,0.3213
3.969,0.2067,3.5708,0.3247
3.9436,0.2015,3.5522,0.3262
3.955,0.2064,3.5543,0.3175
3.979,0.208,3.5609,0.3339
4.0002,0.2094,3.5927,0.3311
3.9931,0.2108,3.5753,0.3275
4.0018,0.2112,3.5738,0.3454
3.9959,0.2116,3.5823,0.3392
3.9896,0.2092,3.5889,0.3194
4.0167,0.2093,3.6095,0.332
4.0226,0.2076,3.613,0.3362
4.0404,0.2086,3.6218,0.3354
4.037,0.2123,3.6228,0.3366
4.0445,0.2127,3.6253,0.3336
4.0608,0.2065,3.5998,0.35
4.0294,0.208,3.6072,0.322
4.0271,0.2038,3.5991,0.336
4.036,0.1985,3.5959,0.342
4.0392,0.2033,3.5985,0.3405
4.0448,0.2045,3.6042,0.3415
4.0221,0.2048,3.6042,0.3395
4.0192,0.2065,3.593,0.3312
4.03,0.2074,3.5945,0.3335
4.0222,0.2063,3.5962,0.3342
4.0382,0.2117,3.607,0.3322
4.0279,0.2123,3.6152,0.3399
4.0083,0.2105,3.6131,0.3446
4.0541,0.2159,3.6089,0.3468
4.0231,0.2139,3.6145,0.3404
4.0659,0.2139,3.6182,0.3375
4.0603,0.2136,3.6172,0.3489
4.0385,0.2166,3.6264,0.3482
4.0565,0.2126,3.6257,0.3513
4.0596,0.2134,3.619,0.3505
4.0507,0.2153,3.6256,0.3512
4.0461,0.2159,3.6257,0.3481
4.0476,0.2167,3.6255,0.3518
4.045,0.2113,3.6291,0.3535
4.0498,0.2166,3.6243,0.3562
4.0463,0.215,3.6201,0.348
4.0531,0.2123,3.6227,0.355
4.0563,0.2146,3.6304,0.3384
4.0458,0.2162,3.6328,0.3451
4.047,0.2149,3.6458,0.3359
4.0511,0.2074,3.6348,0.3471
4.0287,0.2092,3.6382,0.3479
4.0425,0.2108,3.6277,0.3501
4.0574,0.2082,3.6384,0.3468
4.0645,0.2065,3.6439,0.35
4.0658,0.2095,3.6378,0.3513
4.0553,0.2105,3.6392,0.3411
4.0474,0.2095,3.6301,0.3472
4.0524,0.2101,3.6279,0.3479
4.0634,0.2103,3.6302,0.3441
4.056,0.2167,3.633,0.3409
4.0585,0.2166,3.6306,0.3413
4.047,0.2186,3.6296,0.3395
4.0525,0.212,3.6056,0.3079
4.0511,0.218,3.6273,0.3465
4.0564,0.217,3.6298,0.3501
4.061,0.2164,3.635,0.3439
4.0607,0.2174,3.6401,0.3622
4.0707,0.2179,3.6233,0.3502
4.0654,0.218,3.6367,0.3568
4.0688,0.2181,3.6352,0.3367
4.0681,0.2169,3.6478,0.3491
4.0706,0.2164,3.6472,0.3471
4.0606,0.2174,3.6464,0.3482
4.0744,0.2177,3.651,0.3476
4.0737,0.2156,3.6436,0.3452
4.0651,0.2189,3.6499,0.353
4.0186,0.2108,3.6134,0.342
3.8124,0.1878,3.443,0.3056
3.8415,0.1868,3.4644,0.302
3.8301,0.1926,3.4602,0.3103
3.8343,0.1901,3.4635,0.3027
3.8599,0.1897,3.4494,0.3274
3.8211,0.1966,3.4554,0.2944
3.8792,0.1928,3.4847,0.3154
3.8881,0.1954,3.5041,0.3133
3.887,0.1976,3.4977,0.3289
3.8961,0.198,3.5124,0.3113
3.8892,0.1991,3.494,0.3024
3.8878,0.1982,3.5038,0.3074
3.9035,0.1987,3.5062,0.309
3.9218,0.1985,3.5197,0.3176
3.9205,0.1955,3.5183,0.3187
3.9247,0.2002,3.5222,0.3278
3.9349,0.1967,3.5273,0.3096
3.9317,0.2038,3.5405,0.3194
3.9398,0.2029,3.548,0.3302
3.9591,0.2013,3.5548,0.3324
3.9165,0.1985,3.5576,0.3221
3.952,0.2028,3.5557,0.3211
3.9551,0.2038,3.5581,0.3187
3.9577,0.1959,3.5548,0.3316
3.9475,0.1978,3.5568,0.332
3.9699,0.1951,3.5551,0.3293
3.9471,0.196,3.5545,0.3253
3.9512,0.1957,3.5563,0.3248
3.8923,0.1978,3.5439,0.324
3.9756,0.1962,3.556,0.3357
3.9725,0.1955,3.5517,0.3416
3.9677,0.1936,3.5562,0.3417
3.9709,0.1962,3.5572,0.3449
3.9658,0.1978,3.5671,0.3346
3.9727,0.198,3.5645,0.3341
3.9781,0.1895,3.5614,0.3167
3.9801,0.1934,3.5683,0.3347
3.9695,0.1966,3.5664,0.3351
3.9735,0.1932,3.5681,0.3384
3.9746,0.1982,3.5726,0.3378
3.9674,0.2002,3.5653,0.3365
3.983,0.1963,3.5736,0.3345
3.978,0.1967,3.5756,0.3375
3.9785,0.194,3.5749,0.3357
3.9708,0.1977,3.566,0.331
3.978,0.1969,3.5692,0.3381
3.9786,0.1981,3.5729,0.3281
3.9497,0.2013,3.5568,0.3124
3.9652,0.199,3.5667,0.3295
3.9708,0.198,3.5654,0.3199
3.9599,0.1978,3.5741,0.3323
3.9574,0.1995,3.5713,0.3263
3.9711,0.1976,3.5775,0.3316
3.9773,0.2071,3.5713,0.3277
3.9466,0.2078,3.574,0.3205
3.9757,0.2068,3.5713,0.3277
3.9785,0.2048,3.5681,0.3292
3.9694,0.2057,3.5703,0.3194
3.9724,0.202,3.5642,0.3181
3.9662,0.204,3.5672,0.3091
3.9751,0.2082,3.5766,0.3316
3.9665,0.2122,3.5778,0.3311
3.969,0.2136,3.5805,0.331
3.9359,0.2026,3.5811,0.3312
3.9689,0.1988,3.5783,0.3232
3.9658,0.2006,3.5764,0.3262
3.9664,0.1983,3.5715,0.3224
3.9779,0.1985,3.5838,0.3382
3.9843,0.2,3.5879,0.3319
3.9783,0.1997,3.5898,0.3361
3.9734,0.1937,3.5909,0.3295
3.9841,0.1923,3.5808,0.336
3.9822,0.1928,3.5918,0.3339
3.99,0.2053,3.5865,0.3377
3.9994,0.206,3.5784,0.3472
3.996,0.2052,3.5833,0.3392
4.0023,0.2061,3.5885,0.3433
4.0013,0.2071,3.584,0.3413
3.9931,0.2054,3.5836,0.337
4.0048,0.2065,3.5909,0.3449
3.9895,0.2088,3.5861,0.3386
4.0145,0.2071,3.5936,0.3454
4.0092,0.2062,3.5875,0.3369
4.0108,0.2074,3.5941,0.3506
4.0023,0.201,3.5943,0.3439
4.0079,0.2016,3.5956,0.3448
3.9873,0.2011,3.5994,0.346
3.9904,0.2015,3.5975,0.3444
4.0048,0.2028,3.5919,0.3529
4.0025,0.1988,3.5942,0.3465
4.0036,0.2016,3.5972,0.3441
4.0039,0.2031,3.5967,0.3359
3.9973,0.2017,3.5886,0.3265
4.0026,0.2016,3.5984,0.3268
4.0019,0.2021,3.5971,0.328
4.0026,0.2018,3.5942,0.3267
3.9965,0.1997,3.594,0.3284
3.99,0.2007,3.5853,0.3404
4.0006,0.2,3.5883,0.338
4.0022,0.2009,3.5929,0.3329
4.0075,0.2002,3.587,0.3371
4.0044,0.1998,3.5854,0.3519
3.9855,0.1985,3.5886,0.3372
3.9671,0.2017,3.591,0.3348
4.0002,0.201,3.6064,0.3361
4.0055,0.2009,3.609,0.3372
3.9858,0.2023,3.6069,0.3393
4.0043,0.2007,3.6011,0.3352
4.0043,0.201,3.6025,0.3388
3.9919,0.1959,3.6095,0.3352
4.0017,0.1974,3.6123,0.3371
3.9961,0.201,3.5943,0.339
4.0111,0.1981,3.6052,0.3473
4.0024,0.2012,3.605,0.3352
4.0046,0.2018,3.5917,0.3378
4.0002,0.2024,3.5858,0.3334
4.0058,0.2014,3.5932,0.3382
4.0046,0.2012,3.5951,0.3326
4.0112,0.2023,3.5999,0.3389
