F1,F2,F3,F4
4.1658,0.6286,3.8535,0.6236
3.8111,0.703,3.6466,0.4941
4.8671,0.6567,3.8145,0.7768
4.9155,0.5395,4.0031,0.7577
4.9553,0.4565,3.9506,0.648
4.169,0.7099,3.6751,0.3643
4.906,0.4516,3.9295,0.8872
3.9461,0.7545,3.9641,0.6321
4.3165,0.7553,3.7275,0.4488
5.1099,0.7254,3.848,0.7735
5.1332,0.8558,4.0466,0.7585
4.405,1.0358,3.788,0.3948
5.3231,0.8035,3.884,0.6813
4.3917,0.6409,4.2411,0.7089
5.3704,1.4242,4.4527,1.0685
5.4366,0.7936,4.2945,1.0018
5.1925,0.4863,4.3152,0.8055
4.6949,0.6192,4.2798,0.6704
4.6963,0.9601,4.6265,1.2519
5.2075,1.2572,4.041,0.4311
5.2994,0.8772,4.6126,1.6263
4.1287,1.708,4.106,0.4705
4.4114,0.8863,3.5638,0.5835
4.4056,0.8723,3.4221,0.4514
4.372,0.8701,3.49,0.5092
4.2724,0.8904,3.4501,0.4761
4.4147,0.8991,3.5064,0.546
4.4023,0.6002,3.5382,0.5616
4.3514,0.6283,3.5115,0.5615
6.0278,1.5064,4.7353,1.4491
6.0239,0.533,4.6483,1.5811
4.5324,1.9238,4.1064,0.5393
5.2039,1.6315,3.9203,0.6235
5.8927,0.6313,3.7668,0.6598
4.5105,0.4243,4.3944,1.2222
4.9734,0.4784,4.2471,0.8177
4.5071,0.7038,4.1242,0.7072
4.9703,0.976,3.8121,0.5934
3.1673,0.1263,2.9108,0.2182
3.1979,0.1272,2.9482,0.2283
3.2248,0.1247,2.9549,0.2191
2.5957,0.0851,2.43,0.1505
2.6675,0.0962,2.4968,0.1565
2.6503,0.0856,2.473,0.1509
2.6088,0.0907,2.442,0.1479
4.3374,0.8861,3.4555,0.4949
4.4101,0.8052,3.4522,0.5016
4.258,0.7311,3.4977,0.5271
4.1908,0.742,3.4422,0.4754
2.5648,0.0748,2.4041,0.126
4.5779,0.6033,3.7727,0.42
4.3496,0.7893,3.5225,0.5381
4.3642,0.8854,3.5018,0.5462
4.3742,0.8703,3.4827,0.5507
4.4026,0.9042,3.5168,0.5863
4.4259,0.8879,3.5419,0.5822
3.6664,0.3146,2.9844,0.3947
5.0196,0.529,3.8918,0.8145
5.2999,0.635,4.0027,0.9547
5.1761,0.5207,4.0308,0.907
4.4533,1.1555,3.9897,0.7227
5.0938,0.7243,4.0046,0.8245
5.2187,0.6042,4.0579,0.9259
4.5107,0.5666,4.0513,0.848
4.2952,0.6948,3.7781,0.4124
4.5016,0.874,3.8185,0.5053
4.5009,0.5611,3.8641,0.6629
3.9042,0.5428,3.7342,0.5054
2.9565,0.0998,2.7671,0.1829
5.1209,1.3452,3.755,0.611
5.0782,0.5777,3.9234,0.8336
5.6568,0.5366,3.89,0.6256
4.7044,2.1516,3.751,0.5043
5.4067,0.5462,3.933,0.7838
4.5,0.5917,3.5207,0.2966
5.988,1.1407,3.7246,0.4904
4.9696,0.5066,4.0613,0.9651
4.637,0.5567,3.9217,0.6385
3.8725,0.2653,3.2638,0.5277
4.3664,0.6351,3.7619,0.5661
4.2172,1.4671,3.6543,0.4814
5.6605,1.7392,3.5995,0.5116
6.4857,0.5233,4.1114,0.9441
4.6624,0.6161,4.003,0.8569
5.3146,0.9529,3.8017,0.6587
4.4847,0.624,3.9972,0.87
3.9987,1.606,3.8255,0.6368
5.0772,1.4599,3.5625,0.3792
3.1467,0.1323,2.8974,0.2184
5.3629,0.538,3.8543,0.6227
4.4502,0.6165,3.7839,0.5858
4.3983,0.6537,3.7508,0.5217
4.1797,0.7135,3.6084,0.4303
5.6035,0.6019,4.0798,0.925
4.4354,0.6673,3.9726,0.8139
3.1054,0.1622,2.7312,0.2668
3.1412,0.1578,2.7505,0.2959
3.1823,0.127,2.8251,0.2704
2.8915,0.1177,2.6656,0.2096
4.3466,1.3435,3.6569,0.4568
4.5459,0.9302,3.9015,0.8819
5.1007,1.4311,3.7378,0.5772
4.5394,1.4197,3.6753,0.545
5.7519,1.4394,4.1205,0.992
5.3722,0.7708,4.046,0.9588
3.3147,0.2474,2.9486,0.3129
3.7837,0.32,2.9972,0.4692
3.7849,0.3587,2.9878,0.4246
3.8018,0.3455,3.0093,0.4604
4.6701,0.6225,3.9466,0.9463
4.2433,1.475,3.6788,0.4737
5.3538,1.2014,3.9245,0.7198
4.4118,0.6708,3.6735,0.583
4.6398,1.2173,3.6194,0.4389
3.0049,0.147,2.7397,0.2107
2.9923,0.1397,2.7717,0.2069
2.9818,0.1469,2.7603,0.1966
2.5746,0.0641,2.4145,0.1579
3.0168,0.1445,2.7301,0.2412
4.6673,0.6687,3.8058,0.7537
3.3042,0.1369,3.0178,0.2933
3.3212,0.141,3.0158,0.265
3.2143,0.1241,2.9339,0.2478
2.9942,0.1222,2.7479,0.2357
2.9495,0.1106,2.6806,0.2019
3.0195,0.129,2.7188,0.2687
3.0545,0.1115,2.7827,0.2629
3.072,0.1417,2.8038,0.2729
3.1037,0.1554,2.8035,0.3047
5.3383,0.7471,3.8941,0.8008
5.2999,1.3122,3.7552,0.7074
4.7807,1.4484,3.9305,0.8473
4.5003,1.5482,3.6998,0.5764
4.5837,0.712,3.7732,0.6581
4.2034,0.7147,3.7364,0.6906
5.2009,1.5901,3.7594,0.5854
5.4226,0.6622,3.8734,0.7568
4.5438,0.7715,3.7505,0.5799
4.7942,1.4216,3.7166,0.6365
5.028,1.4652,4.0415,1.0186
4.515,1.1344,3.9366,0.8846
4.1018,1.4568,3.7765,0.5692
4.231,1.5942,3.6698,0.4785
5.9572,1.4645,3.6701,0.4219
3.2117,0.1233,2.9606,0.2398
3.2325,0.1339,2.9916,0.2491
3.2737,0.1369,2.9566,0.2766
3.2877,0.1372,3.0133,0.2661
2.7632,0.1054,2.5354,0.1785
5.0715,0.624,4.0803,1.0191
5.2992,1.2673,3.8159,0.566
5.6974,1.185,3.5979,0.5198
4.4975,0.7235,3.8069,0.6292
4.6633,1.6962,3.6477,0.5832
5.1712,1.2056,3.7273,0.6976
5.7131,0.7558,4.0643,1.0255
2.3787,0.0785,2.2318,0.1331
2.4286,0.0796,2.2255,0.123
2.4779,0.0827,2.2743,0.1678
4.4505,0.7767,3.7643,0.6245
4.565,0.7738,3.7462,0.628
3.9546,0.8349,3.6936,0.5817
4.6146,1.6101,3.7592,0.6379
4.6021,0.6468,4.0127,0.9619
4.3834,0.6083,3.8984,0.6978
5.3331,0.7641,4.0018,0.8748
5.2048,0.8183,3.943,0.8516
4.2646,1.2801,3.7172,0.4406
5.2171,0.7562,3.8479,0.7673
4.4174,0.8489,3.9896,0.9182
4.6387,0.8257,3.7234,0.653
4.6186,0.8786,3.7183,0.6223
4.9017,0.9077,3.754,0.6147
4.6803,1.1757,3.7424,0.6605
4.666,0.8332,3.7412,0.6233
4.5302,0.8052,3.6554,0.6049
4.6636,1.1337,3.4222,0.2423
4.6534,1.2242,3.6679,0.5654
4.5086,1.0097,3.6661,0.5567
4.6207,0.5917,3.7402,0.6394
4.3754,0.8641,3.695,0.5606
5.0283,1.0807,3.5777,0.688
4.5856,0.8512,3.7469,0.5679
4.0958,1.1956,3.6492,0.5963
4.5868,0.8509,3.6467,0.6382
4.6022,0.8143,3.695,0.6136
4.5813,0.8292,3.6817,0.6167
4.5015,0.7665,3.7037,0.6065
4.0941,0.8604,3.5674,0.408
4.1323,0.9424,3.5969,0.5609
4.0376,0.8523,3.6036,0.5079
4.6082,0.7065,3.7169,0.6055
4.0399,0.8544,3.526,0.4159
4.2427,0.8396,3.64,0.5781
4.5944,0.5422,3.6924,0.6254
5.1849,0.5688,3.8985,0.8478
5.3659,0.8155,3.7364,0.6889
4.5511,0.6469,3.6875,0.6143
4.5486,0.695,3.6437,0.5334
4.9226,1.3189,3.7356,0.7206
4.0638,0.8912,3.7782,0.7188
4.1143,0.8503,3.5532,0.4534
4.5505,0.8294,3.6929,0.5891
4.5348,0.8282,3.6865,0.5948
4.477,0.7399,3.6857,0.5428
4.5463,1.6107,3.514,0.4323
4.59,0.8575,3.6904,0.6123
4.5584,0.8166,3.6233,0.6221
4.673,0.8401,3.7672,0.7111
4.6579,0.5148,3.646,0.6064
2.5594,0.0863,2.4176,0.12
2.5454,0.083,2.4463,0.1598
3.0853,0.1255,2.8271,0.2795
2.8483,0.1232,2.5524,0.2341
2.7264,0.1166,2.4826,0.1626
2.6652,0.0936,2.4757,0.1622
2.6393,0.0882,2.4653,0.1349
2.489,0.0785,2.3631,0.1081
2.3068,0.0734,2.2198,0.1077
4.5939,0.8644,3.4955,0.4823
4.3664,0.5908,3.7063,0.6293
4.5526,0.7517,3.6,0.5089
4.4985,1.1744,3.5555,0.6154
4.2826,0.874,3.693,0.616
4.3686,0.7224,3.5806,0.5449
4.3868,0.8656,3.6483,0.5678
4.6111,0.8695,3.6251,0.5906
4.3389,0.5841,3.6244,0.5906
4.2929,0.6614,3.6187,0.5701
4.5287,0.6464,3.5798,0.5857
4.5222,0.8171,3.6315,0.6208
4.4767,0.7183,3.6125,0.5974
4.7712,0.8446,3.6154,0.5946
4.3009,0.8988,3.5764,0.577
4.4969,0.8692,3.5861,0.6089
4.5474,0.8248,3.6065,0.6023
4.4394,0.8082,3.5037,0.5013
4.5645,0.6096,3.6081,0.6233
4.1642,0.7606,3.5845,0.607
4.5163,0.9158,3.4647,0.4396
4.4912,0.8839,3.5894,0.6052
4.5178,0.8782,3.569,0.5781
4.3383,0.9248,3.5548,0.5548
4.499,0.9112,3.5335,0.5015
4.4217,0.8707,3.4931,0.4812
4.5096,0.8994,3.5512,0.5576
4.2297,0.889,3.5503,0.5512
4.3294,0.8721,3.4748,0.5352
4.3702,0.9002,3.4814,0.5357
4.4081,0.8581,3.4993,0.5768
4.2787,0.8678,3.495,0.543
4.3433,0.8914,3.4819,0.5083
4.4459,0.8968,3.4967,0.5688
4.3765,0.7643,3.5147,0.5727
4.2973,0.889,3.4514,0.4685
4.3402,0.915,3.4709,0.5047
4.3189,0.8804,3.4295,0.5693
5.6068,0.5522,4.4579,1.2348
4.4619,0.9337,3.9019,0.4893
6.1014,0.6884,4.0228,0.7945
4.4774,0.702,4.3603,0.9303
4.4898,0.5941,3.8984,0.4742
4.5281,1.2069,3.6453,0.3381
4.3967,0.9113,3.506,0.5634
4.368,0.6017,3.4765,0.5313
4.2176,0.8957,3.4485,0.4809
4.3776,0.7572,3.5075,0.5508
4.3246,0.8496,3.5043,0.5681
4.3184,0.6659,3.4937,0.5338
5.0577,0.7656,3.7843,0.4841
5.4781,0.5247,4.2095,0.8728
5.3999,0.6564,4.4387,1.011
4.3842,0.6799,3.8313,0.3927
5.3005,0.8152,3.9185,0.9297
4.7209,1.1551,3.8894,0.5279
4.5158,1.3887,3.8566,0.5451
4.8877,0.5396,3.7761,0.6338
4.9672,0.4639,3.956,0.5422
4.5829,0.3312,3.7725,0.4863
4.3388,1.8978,3.7456,0.4917
5.1067,0.6401,4.0186,0.7341
5.9885,0.3923,4.1742,0.9565
4.2822,0.6341,3.8931,0.4177
5.497,0.6029,4.0605,1.0299
5.3368,0.8814,4.0062,0.9341
5.6436,0.887,4.0833,0.9686
6.1827,1.1747,4.4206,1.1639
7.2146,1.4701,4.8065,1.5977
6.5827,1.0193,4.7617,1.3914
4.1073,0.4705,3.6208,0.271
3.1543,0.1114,2.8925,0.244
3.2039,0.1461,2.9442,0.2291
3.6432,0.2701,3.1248,0.3868
3.6841,0.3852,3.1184,0.4295
3.2886,0.201,2.7792,0.1919
2.9266,0.1176,2.6697,0.2427
2.8831,0.1141,2.6563,0.2101
2.8204,0.1317,2.464,0.1617
3.5423,0.2171,3.0101,0.4395
4.0842,0.2869,3.4598,0.5708
4.2034,0.3179,3.4853,0.6247
4.1581,0.3101,3.4563,0.6299
4.1865,0.3262,3.4915,0.6436
3.5743,0.2171,2.9633,0.2885
3.2504,0.1709,3.0589,0.2823
3.0536,0.1269,2.8131,0.2066
3.0879,0.1184,2.8285,0.2224
3.0877,0.1194,2.8267,0.2101
3.1395,0.1208,2.8993,0.2179
3.0425,0.1234,2.8722,0.191
2.4898,0.082,2.2827,0.1251
2.793,0.1121,2.5219,0.2362
2.8981,0.1286,2.619,0.2536
3.0068,0.1548,2.7005,0.2658
3.1023,0.1764,2.7488,0.252
3.0892,0.1649,2.7539,0.2516
3.0434,0.1794,2.7358,0.2473
2.9295,0.1232,2.6318,0.1936
3.0379,0.1707,2.7124,0.2396
3.427,0.158,2.9765,0.3023
3.8763,0.3512,3.03,0.4946
2.6447,0.1307,2.3595,0.2258
3.1861,0.1818,2.8543,0.3001
3.0209,0.1245,2.7427,0.245
2.9379,0.1501,2.7222,0.1816
3.1643,0.1591,2.8824,0.2265
3.0713,0.1384,2.7569,0.2763
3.044,0.1324,2.7209,0.2672
2.3702,0.061,2.177,0.0916
2.5171,0.069,2.3491,0.1373
2.5566,0.0785,2.43,0.1302
2.5548,0.0838,2.4201,0.1188
2.6356,0.1139,2.4061,0.1723
2.903,0.1697,2.5601,0.2544
3.2478,0.1826,2.878,0.3309
3.2419,0.1681,2.9729,0.2872
3.3968,0.1844,3.0344,0.2874
3.4045,0.1679,3.0749,0.3246
3.3731,0.1518,3.0392,0.3011
3.0714,0.1195,2.7803,0.231
3.1742,0.1129,2.8983,0.267
2.5566,0.097,2.4146,0.1395
2.5678,0.09,2.4306,0.1452
2.4159,0.0671,2.2919,0.1025
2.7006,0.1257,2.4313,0.2242
2.9317,0.1317,2.5065,0.3006
2.7629,0.1448,2.4219,0.235
2.7019,0.0746,2.2552,0.1664
2.5357,0.0846,2.3482,0.17
2.571,0.089,2.3739,0.1616
2.5837,0.09,2.3849,0.1619
2.4868,0.0958,2.3823,0.1641
2.6381,0.0934,2.4363,0.1203
2.7243,0.0913,2.5394,0.1563
2.7356,0.0888,2.5771,0.157
2.754,0.0931,2.6033,0.152
2.75,0.0905,2.5344,0.1352
3.1109,0.1656,2.8079,0.2613
2.8411,0.1111,2.6747,0.2102
2.7816,0.1136,2.5833,0.162
2.8335,0.1083,2.6069,0.1913
2.8582,0.1076,2.6298,0.1972
2.7062,0.1062,2.4704,0.1806
2.5743,0.1029,2.4119,0.1924
2.9372,0.1891,2.6199,0.2146
3.0454,0.1828,2.7017,0.2407
3.0529,0.1086,2.8529,0.1987
2.8593,0.1002,2.6518,0.1781
3.1078,0.1233,2.9007,0.2064
3.0457,0.1616,2.7263,0.2423
3.0374,0.1664,2.735,0.2358
2.4897,0.0704,2.3424,0.1359
2.814,0.1213,2.6699,0.2055
2.8703,0.1421,2.63,0.1857
2.9549,0.1302,2.6908,0.1794
2.9756,0.1271,2.6959,0.1946
2.9743,0.1142,2.7361,0.1936
2.4865,0.0783,2.3413,0.1463
2.5649,0.0792,2.4182,0.1302
2.5863,0.0859,2.4348,0.1266
2.6589,0.0878,2.4705,0.1387
2.6046,0.0779,2.4754,0.1285
2.5913,0.0904,2.3625,0.1931
2.6996,0.0873,2.4932,0.1849
2.7758,0.0905,2.5911,0.1773
2.7005,0.1072,2.5817,0.153
2.7874,0.0941,2.5739,0.1662
2.7486,0.0939,2.5537,0.1614
2.8338,0.0968,2.6032,0.1981
2.6831,0.0946,2.5205,0.1715
3.0265,0.1192,2.8292,0.2271
3.0782,0.1357,2.8566,0.211
3.1563,0.1193,2.8969,0.2349
3.1879,0.1282,2.8846,0.2389
2.9912,0.1057,2.7606,0.2072
2.6801,0.0791,2.4823,0.165
2.6991,0.0873,2.5542,0.1451
2.6198,0.0802,2.446,0.1343
2.6104,0.0934,2.4423,0.1443
2.5611,0.0868,2.3652,0.1588
2.5943,0.0857,2.4462,0.1483
2.5881,0.0861,2.4419,0.1468
2.5536,0.0731,2.4121,0.1446
2.6342,0.0804,2.4469,0.1618
2.6677,0.0889,2.4535,0.1515
2.6938,0.0937,2.4682,0.1411
2.4439,0.0626,2.3474,0.123
2.5313,0.067,2.3987,0.1274
2.6222,0.0721,2.4582,0.1412
2.6812,0.0723,2.4973,0.1552
2.6137,0.0688,2.4314,0.1411
3.0071,0.1043,2.8055,0.1641
2.7063,0.093,2.5859,0.1525
2.7624,0.0934,2.6247,0.1558
2.848,0.0971,2.6754,0.1616
2.8157,0.098,2.6509,0.1631
2.8295,0.0905,2.6309,0.1754
2.9295,0.1094,2.7573,0.1927
2.8221,0.1081,2.624,0.1742
2.696,0.08,2.5043,0.1587
2.6673,0.0864,2.5241,0.1489
2.7445,0.0872,2.5611,0.149
2.7801,0.0927,2.5916,0.1736
2.7662,0.0834,2.5553,0.1881
2.6463,0.0799,2.4567,0.1516
2.6291,0.089,2.5052,0.1581
2.9408,0.0972,2.7497,0.1743
2.897,0.0983,2.7163,0.184
2.8954,0.1105,2.722,0.1892
2.6803,0.0909,2.5292,0.1549
2.7523,0.1031,2.5726,0.159
2.5166,0.0915,2.3494,0.1335
2.8392,0.1134,2.6311,0.1453
3.0563,0.122,2.7951,0.2155
3.0888,0.1109,2.8492,0.2117
3.1521,0.1164,2.8948,0.2328
3.1856,0.1261,2.9068,0.2782
2.783,0.0944,2.6447,0.193
3.0282,0.1179,2.7472,0.2275
3.0528,0.1215,2.8238,0.2059
3.1106,0.1273,2.8531,0.2039
3.0998,0.1238,2.8557,0.2206
2.7441,0.0996,2.5506,0.1456
4.1856,0.6172,3.4844,0.5117
4.3008,0.5834,3.5195,0.5023
2.7931,0.0937,2.6236,0.1737
2.6827,0.0931,2.523,0.1582
2.76,0.0886,2.5729,0.1489
2.7766,0.0976,2.5867,0.1622
2.8049,0.1047,2.5835,0.155
2.7737,0.0993,2.5587,0.1463
2.629,0.0901,2.4108,0.1506
2.6587,0.0839,2.5073,0.15
2.7256,0.0869,2.5436,0.167
2.8026,0.09,2.6062,0.1718
2.8431,0.0933,2.6478,0.1806
2.6166,0.0822,2.4179,0.1466
2.4776,0.0769,2.3169,0.1271
2.6639,0.0833,2.4987,0.1504
2.7204,0.0879,2.5383,0.1751
2.7633,0.0919,2.5734,0.1684
2.7594,0.0931,2.5697,0.1524
2.7753,0.0877,2.5811,0.1522
2.9148,0.1001,2.7281,0.1825
3.0957,0.1072,2.892,0.2024
3.0377,0.1086,2.8191,0.184
3.0162,0.1101,2.8056,0.1856
2.8496,0.1001,2.7154,0.1857
2.7639,0.0869,2.591,0.1624
2.7768,0.0943,2.6147,0.1528
2.969,0.111,2.7622,0.1577
3.0606,0.1123,2.8258,0.1943
3.0595,0.109,2.8451,0.1839
3.2196,0.1207,2.994,0.2126
3.2835,0.1207,3.0313,0.2187
3.3491,0.1319,3.0783,0.2318
3.2921,0.1256,2.9816,0.2421
2.2792,0.0653,2.1472,0.1094
2.2998,0.0656,2.1671,0.1184
3.1646,0.1054,2.9003,0.2246
3.0345,0.1119,2.8012,0.1921
3.0553,0.1118,2.8226,0.1906
3.1891,0.1204,2.8958,0.1989
2.902,0.0978,2.6851,0.1678
2.8734,0.0999,2.6849,0.1559
2.8891,0.1022,2.6748,0.1724
2.8906,0.0977,2.6849,0.1619
2.957,0.1037,2.7404,0.163
2.835,0.093,2.5815,0.1546
2.7376,0.0971,2.5444,0.1463
2.8496,0.1005,2.6342,0.1809
2.8734,0.1016,2.6884,0.18
2.9002,0.0971,2.717,0.1725
2.8386,0.1003,2.68,0.1714
2.686,0.0897,2.5718,0.1538
2.7238,0.0783,2.5443,0.1548
2.6856,0.0901,2.5171,0.1567
2.7336,0.0894,2.5267,0.1587
2.4125,0.078,2.2734,0.1226
2.6737,0.0847,2.4819,0.1634
2.6584,0.0844,2.4999,0.1505
2.4938,0.0681,2.272,0.1241
2.363,0.0681,2.2333,0.1174
2.4071,0.0705,2.2957,0.1122
2.4905,0.0786,2.3522,0.1248
2.5591,0.0821,2.4249,0.1319
2.5926,0.0886,2.5412,0.1478
2.8769,0.0939,2.669,0.1424
2.4471,0.0781,2.2818,0.1501
2.6623,0.0869,2.5046,0.118
2.7926,0.0888,2.5401,0.1406
2.5597,0.0811,2.4217,0.1154
2.617,0.088,2.4858,0.1267
2.6767,0.0866,2.4965,0.1453
2.8514,0.0907,2.6753,0.1732
3.0078,0.0968,2.8249,0.1734
3.0289,0.1029,2.8307,0.1856
2.8493,0.0977,2.7039,0.1544
2.9034,0.0962,2.7237,0.1688
2.9009,0.1126,2.6504,0.1926
2.759,0.1049,2.5899,0.1468
2.6217,0.0656,2.4675,0.1423
2.6521,0.0791,2.4992,0.1493
2.7523,0.079,2.5419,0.1711
2.7561,0.0876,2.5836,0.1416
2.4738,0.07,2.34,0.1076
2.4626,0.0818,2.3051,0.1464
2.4444,0.0834,2.3041,0.134
2.4747,0.0776,2.3247,0.1393
2.6707,0.0806,2.4904,0.154
2.8448,0.089,2.646,0.1749
2.4713,0.0834,2.3179,0.1321
2.4718,0.08,2.3234,0.1392
2.4792,0.0792,2.339,0.1448
2.4595,0.0838,2.3298,0.1341
2.4687,0.0854,2.3446,0.1326
2.4743,0.0876,2.3456,0.1351
2.4823,0.0875,2.335,0.1324
2.4922,0.0809,2.3326,0.1429
2.8175,0.0889,2.6179,0.1542
2.7241,0.0915,2.5662,0.1307
2.7574,0.0952,2.572,0.1706
2.7631,0.1005,2.599,0.1558
2.8534,0.1077,2.6495,0.1765
2.7027,0.0875,2.5338,0.1273
2.6735,0.0842,2.4863,0.1271
2.7963,0.0968,2.6415,0.1426
2.8189,0.0848,2.6055,0.1649
2.7037,0.0867,2.5608,0.1456
2.671,0.0805,2.5285,0.1385
2.7605,0.0901,2.5935,0.1375
2.7591,0.0872,2.5999,0.1497
2.5058,0.0778,2.3272,0.1413
2.4788,0.081,2.3413,0.1385
2.4833,0.08,2.329,0.1277
2.4718,0.0811,2.3322,0.1337
2.4907,0.0779,2.3331,0.1466
2.4778,0.0827,2.3459,0.1412
2.4886,0.084,2.3323,0.1344
2.7763,0.0971,2.6187,0.1437
2.738,0.0841,2.5556,0.1624
2.7437,0.0791,2.5102,0.1676
2.7881,0.0903,2.6143,0.1683
2.6907,0.0812,2.5436,0.1547
2.6522,0.0777,2.5001,0.1355
2.5736,0.0852,2.4095,0.1175
2.7016,0.084,2.5241,0.1515
2.5056,0.0819,2.3341,0.1397
2.5095,0.0797,2.3412,0.1448
2.6134,0.0874,2.4704,0.132
2.6872,0.0808,2.4492,0.1405
2.6887,0.0898,2.5349,0.1405
2.8457,0.0887,2.6647,0.1715
2.8788,0.0942,2.7094,0.1805
2.9062,0.0939,2.6874,0.1875
2.7502,0.0846,2.5535,0.1653
2.615,0.0951,2.4137,0.1497
2.418,0.073,2.3196,0.117
2.524,0.0743,2.3683,0.1478
2.6354,0.0834,2.4804,0.1485
2.8537,0.0873,2.6907,0.1644
2.5807,0.0803,2.4336,0.133
2.6597,0.0828,2.4948,0.139
2.6092,0.0859,2.4633,0.1536
2.6674,0.0862,2.5008,0.1522
2.6008,0.0897,2.4801,0.1275
2.601,0.0832,2.457,0.1767
2.733,0.0796,2.5499,0.1631
2.8088,0.0991,2.639,0.1552
2.8246,0.0931,2.6247,0.1738
2.8364,0.0959,2.6297,0.1768
2.7528,0.0895,2.5364,0.1648
2.7692,0.083,2.5824,0.1711
2.7075,0.0863,2.5171,0.1506
2.8052,0.086,2.5856,0.1622
2.8513,0.0923,2.6429,0.1699
2.862,0.0899,2.6583,0.1628
2.8552,0.0983,2.6442,0.1698
2.9376,0.0981,2.7218,0.1817
2.9067,0.0998,2.7179,0.1799
3.0204,0.0995,2.7922,0.2025
3.0901,0.1104,2.863,0.1984
3.1402,0.1186,2.8812,0.2019
2.6587,0.0758,2.462,0.1121
2.4858,0.0701,2.3609,0.127
2.5328,0.0708,2.3863,0.1435
2.8485,0.0906,2.636,0.1846
2.7441,0.0842,2.5928,0.1571
2.8081,0.0894,2.6492,0.1589
2.9461,0.0955,2.7401,0.1855
3.017,0.1014,2.8038,0.1971
2.9881,0.1043,2.7639,0.1875
2.7024,0.0837,2.5427,0.1509
2.7261,0.0923,2.5876,0.1455
2.8517,0.0982,2.6732,0.1596
2.8477,0.0958,2.6684,0.1623
2.8629,0.1029,2.7053,0.1607
2.8619,0.0973,2.6248,0.1759
2.5227,0.0817,2.3346,0.143
2.7337,0.0906,2.5866,0.1856
3.0249,0.1088,2.81,0.2338
2.988,0.1084,2.79,0.2272
3.1123,0.1153,2.8432,0.2439
3.1263,0.1153,2.8468,0.23
3.1366,0.1114,2.8625,0.2541
2.6699,0.0864,2.5268,0.1535
2.8506,0.0993,2.6431,0.1687
2.7835,0.0854,2.5659,0.1719
2.8012,0.0981,2.5982,0.1637
2.8225,0.1036,2.6152,0.1772
2.8027,0.0978,2.5997,0.1724
2.7861,0.0891,2.5898,0.1754
3.0475,0.1067,2.8683,0.188
3.1973,0.1151,2.9515,0.2094
3.2237,0.1139,2.9871,0.2215
3.2144,0.1178,2.9924,0.2063
2.7374,0.0808,2.6099,0.1646
3.1842,0.1579,2.8298,0.2605
2.5243,0.0889,2.3574,0.1333
2.9118,0.1115,2.7445,0.1838
3.0705,0.1008,2.8876,0.1972
3.1682,0.1128,3.0024,0.2182
3.2914,0.1149,3.0704,0.23
2.5266,0.0885,2.3498,0.1491
2.5204,0.089,2.3419,0.1539
2.5325,0.0881,2.3479,0.1496
2.5285,0.0884,2.3484,0.1454
2.5328,0.0871,2.3496,0.151
2.5213,0.0873,2.355,0.1537
2.9341,0.0936,2.7664,0.1781
3.009,0.1014,2.8108,0.1854
3.104,0.111,2.8769,0.2002
2.777,0.0988,2.6005,0.1673
2.8886,0.1171,2.6859,0.1823
2.9092,0.1281,2.6346,0.2306
3.22,0.1473,2.7922,0.1654
2.8385,0.0891,2.7003,0.1657
2.8725,0.1008,2.7062,0.1674
2.9428,0.0952,2.7293,0.1897
3.0571,0.105,2.8037,0.1944
2.8002,0.0861,2.6057,0.1585
2.8709,0.0947,2.6558,0.2096
2.8831,0.0975,2.6759,0.2016
2.5019,0.0919,2.3437,0.1388
2.5235,0.0914,2.3389,0.1416
2.5277,0.0901,2.3515,0.15
2.5084,0.0917,2.3512,0.1475
2.514,0.0936,2.3481,0.1488
2.4997,0.0988,2.323,0.1342
2.9046,0.1055,2.6836,0.1979
2.9151,0.1081,2.6744,0.1934
2.9334,0.1049,2.7011,0.2138
2.3312,0.0665,2.2063,0.12
2.2558,0.0614,2.1398,0.112
2.2502,0.0608,2.1299,0.1096
2.311,0.0678,2.1696,0.1213
2.3104,0.0698,2.1928,0.1288
2.337,0.0736,2.211,0.1354
2.5249,0.0861,2.3567,0.1425
2.3598,0.0717,2.2295,0.1244
2.3863,0.0735,2.2323,0.1172
2.4145,0.0762,2.2571,0.1273
2.4385,0.0795,2.2728,0.1359
2.4331,0.0756,2.2874,0.1324
2.4338,0.0765,2.2883,0.1349
2.4112,0.079,2.2657,0.142
2.4325,0.0802,2.2767,0.1299
2.42,0.0784,2.2856,0.1277
2.4194,0.0811,2.2874,0.1343
2.4194,0.0798,2.2911,0.1319
2.4308,0.0774,2.2834,0.1223
2.4314,0.0777,2.2838,0.1291
2.5257,0.0922,2.3526,0.1495
2.5248,0.0926,2.3497,0.1497
2.5248,0.0933,2.3525,0.1501
2.5264,0.0932,2.352,0.1495
2.5261,0.0935,2.3526,0.1495
2.5264,0.0929,2.3633,0.1497
2.5267,0.0932,2.3639,0.1503
2.4112,0.0781,2.279,0.1325
2.4298,0.0781,2.2753,0.1234
2.4116,0.0803,2.276,0.1277
2.4112,0.0787,2.2742,0.1241
2.3972,0.08,2.2834,0.132
2.4275,0.076,2.2797,0.1284
2.4297,0.0735,2.283,0.135
2.4295,0.0791,2.2743,0.1312
2.4329,0.0808,2.2854,0.1336
2.5264,0.0941,2.3515,0.1461
2.4367,0.0789,2.2861,0.1309
2.4008,0.0801,2.2792,0.1168
2.4283,0.0805,2.2913,0.13
